Longitude, Latitude
-47.09082431845436,-22.816687512676282
-47.090795487881,-22.816758193306622
-47.09075950626685,-22.81679311832495
-47.090692427728165,-22.81672738975475
-47.09082832045854,-22.816753672277866
-47.09084836719961,-22.816673362299163
-47.0907916515076,-22.816608121230903
-47.09090733378679,-22.816523150444652
-47.090862819761384,-22.816513315324897
-47.09086509961658,-22.816565836982484
-47.09090486579911,-22.81643614584514
-47.09073794170339,-22.81650314609039
-47.09067475841231,-22.816494366279247
-47.09069296606221,-22.816355000636594
-47.09072913505858,-22.816295448891832
-47.09070923597867,-22.816455156410697
-47.09073599769262,-22.81630740704427
-47.09081940932153,-22.816358799817074
-47.090828881136964,-22.8163592988043
-47.090913137738646,-22.816280146177686
-47.09075231525532,-22.81618062831193
-47.09090774176268,-22.81626745468379
-47.090930643903654,-22.816327549183605
-47.09099183129888,-22.816158951683462
-47.090983149238546,-22.816101952746735
-47.09081891202109,-22.816061902076278
-47.0909931661641,-22.81613622676071
-47.09109726833598,-22.8162540656029
-47.0911479908774,-22.816151289408545
-47.091183366195494,-22.816001238594612
-47.091174259059066,-22.81605991018209
-47.091099678200095,-22.81598942665226
-47.09111334095841,-22.81593386912426
-47.09103798191516,-22.815966472800277
-47.091103145951685,-22.81608791930117
-47.091145311150214,-22.816186850671343
-47.09126473458582,-22.816184309296336
-47.09116149300458,-22.81611092161773
-47.09130803807817,-22.81609504583962
-47.09140628588355,-22.81604855689823
-47.09143244431425,-22.816170771050142
-47.09159496906881,-22.816254472256343
-47.09162050046225,-22.816379808458546
-47.09162384250828,-22.816318840773206
-47.09171640761131,-22.816290734237512
-47.09160033263893,-22.816413536552865
-47.09164861994011,-22.816534616251978
-47.09147564626352,-22.816614219680034
-47.09134394091486,-22.81667607199326
-47.091317338166114,-22.816681184417607
-47.09136679119137,-22.816639925367433
-47.09140466558631,-22.816546906150982
-47.091483024736924,-22.816643278714054
-47.0916234817524,-22.816651908554775
-47.09181821179899,-22.81665068015135
-47.09185700827429,-22.8167930742784
-47.09178011423573,-22.81663343539671
-47.0918879288795,-22.816747379038635
-47.091800234147236,-22.816676788736657
-47.0919603702416,-22.816744414751554
-47.09203710113897,-22.816736248505123
-47.092026445763516,-22.81672957754534
-47.092108331429216,-22.816598410502486
-47.09223145278475,-22.81670458181493
-47.09225984113753,-22.816610513908763
-47.0922908339516,-22.81659594871186
-47.09225688704757,-22.81658850903912
-47.09236260147067,-22.816588518065615
-47.092388770566224,-22.816572290361066
-47.09239621545644,-22.816561783910984
-47.09230514640231,-22.816555759745658
-47.0924189005334,-22.816509777053476
-47.09255841868202,-22.816588053926797
-47.09263007435992,-22.816572204501718
-47.09246007633307,-22.81662090767176
-47.092425418764385,-22.81651524514432
-47.09243013436229,-22.816658855775827
-47.09234847109878,-22.8165117599111
-47.09251474140162,-22.816420954914125
-47.09246714905038,-22.816505363040385
-47.092424191377134,-22.816464944212974
-47.092311534627534,-22.816497061010768
-47.09235365960799,-22.81634059225845
-47.09249400730972,-22.816445782786857
-47.09247876628809,-22.81642755205433
-47.092559014714176,-22.816522387954848
-47.09256747682724,-22.816606268711
-47.09259132602127,-22.816526822025605
-47.09257316800558,-22.816587624114916
-47.09254271777166,-22.81658287390181
-47.09260479405643,-22.81656770258239
-47.092548512504784,-22.816596154016924
-47.09254865499944,-22.81646344174845
-47.09246413669905,-22.816477497804655
-47.09246519792388,-22.81650223586802
-47.09258960131036,-22.81651557685746
-47.09243747586872,-22.816503749163495
-47.092362595049984,-22.8165017538757
-47.092294823004764,-22.816631204951936
-47.092165720318285,-22.816539464365782
-47.09235659967045,-22.8165405788045
-47.09233289240447,-22.816411236205326
-47.09229080648473,-22.816370111394544
-47.09214947252057,-22.816291663117575
-47.09210682556573,-22.816460048588603
-47.092198440973064,-22.81654119119568
-47.09231071257597,-22.816436305686658
-47.09233576508873,-22.816449984092543
-47.092458330529844,-22.81641044565796
-47.09245381995168,-22.816431856281717
-47.09247970837481,-22.816392637217113
-47.09234171289164,-22.816400107983473
-47.0922887746387,-22.816381478555453
-47.09230867321024,-22.816350110208905
-47.0923561713118,-22.816409461422563
-47.09236601855538,-22.81643172671388
-47.09245726175116,-22.8164694598868
-47.0925316580684,-22.816461860245205
-47.09243483166851,-22.816584333254912
-47.09232472113356,-22.81647272017528
-47.09224807809413,-22.816429480154387
-47.0923800421837,-22.816377721326383
-47.09256483762885,-22.816409036405545
-47.092730498704974,-22.81649236194614
-47.09286544263083,-22.81659097241327
-47.09299654750971,-22.816569723722118
-47.09308675011673,-22.816486139805793
-47.09319543619997,-22.816625784128526
-47.093199257393145,-22.816585913464532
-47.09303260977309,-22.816675276908366
-47.09299874110279,-22.816833160293623
-47.093049534402226,-22.8167280955493
-47.09298402944152,-22.81688772863736
-47.09311591003275,-22.81682841086153
-47.09300106108163,-22.816805321264916
-47.093086072842766,-22.81692107269347
-47.09320513893042,-22.816976308642552
-47.09308542036148,-22.81706198768765
-47.09297598802663,-22.81716767063076
-47.09303934795499,-22.817177534579987
-47.093211965838,-22.817205611697485
-47.093346511769006,-22.817112824663226
-47.093250444575695,-22.817168483849798
-47.09312175828976,-22.817166396532055
-47.093248243002186,-22.81720316798507
-47.09331561313633,-22.817101976186798
-47.09347005052236,-22.817188801330417
-47.09343101269546,-22.817140727318055
-47.09357016304189,-22.81710030544908
-47.09350795667883,-22.816979660747496
-47.09361987941109,-22.817062331824015
-47.093767291281516,-22.81712537942668
-47.093687552529346,-22.817155304210285
-47.0937708764821,-22.817009598306836
-47.0937963486654,-22.81717949901714
-47.093628286561916,-22.817237529485926
-47.093492374954394,-22.817307150709116
-47.09347306275377,-22.817453515338585
-47.09335852337137,-22.817418659518065
-47.09334034772104,-22.81731264769504
-47.09326528783958,-22.817296411377924
-47.09316347055821,-22.81738128414237
-47.09307570452413,-22.81731397867364
-47.09321671989103,-22.817352495925736
-47.09306304936174,-22.817450745945703
-47.09291901885941,-22.81754027553348
-47.09301036681626,-22.81760268807115
-47.09294426315842,-22.81745691316924
-47.09303612975239,-22.817401064463844
-47.092943277405624,-22.817528746197056
-47.092972416992104,-22.81741133173934
-47.09303492039719,-22.817447890000718
-47.092952709327925,-22.817320584216475
-47.09297859082812,-22.817388568964205
-47.0929932964486,-22.817304711724905
-47.09303314428704,-22.817311984754305
-47.093081743273125,-22.817222675665114
-47.09318651155994,-22.817086960208382
-47.09318374115938,-22.816980204096662
-47.093309561114125,-22.816955461508673
-47.093223755605685,-22.81695176351458
-47.09337417989916,-22.816986160718603
-47.093534598523426,-22.816939778284137
-47.09349503574996,-22.816890942908618
-47.09351687748283,-22.8167368906609
-47.09349535478628,-22.816780267600436
-47.09359076739138,-22.8168930809191
-47.093524580909246,-22.816933213072968
-47.0936057389727,-22.816920278934465
-47.09361678865221,-22.817069868485245
-47.09356142309981,-22.816938958588846
-47.09352321188998,-22.816937052858716
-47.09355595562074,-22.816969547167954
-47.09351454519153,-22.816907765916575
-47.09364471638479,-22.81689963157636
-47.09380259883785,-22.816913410678403
-47.093742400558824,-22.816753426115348
-47.0936929530283,-22.816691150879773
-47.09372770725329,-22.81655962869262
-47.09378966851746,-22.81656078378803
-47.09396371379429,-22.816516070821063
-47.09393698289266,-22.81664848051363
-47.094008054202526,-22.816814494602834
-47.09401943894563,-22.816732252963096
-47.09419028356918,-22.81676081682873
-47.09426491783727,-22.8166567093195
-47.09414447536055,-22.816582480730617
-47.09415449774102,-22.81643249805319
-47.094144274088436,-22.816329259553836
-47.09404983656806,-22.81646184115433
-47.09420968740975,-22.816446413762204
-47.094251549590695,-22.816620587729492
-47.09432652989834,-22.816540044703917
-47.09418538825583,-22.816540270055135
-47.094172836029216,-22.816406882587827
-47.09420334184119,-22.816518530614786
-47.09422054921182,-22.81656941581749
-47.09413759305314,-22.81657536815072
-47.094159173573566,-22.816543359010637
-47.0942383348962,-22.816568646123855
-47.094062702245395,-22.816640692127045
-47.09416121447676,-22.81661112321288
-47.09398841219507,-22.81664508418039
-47.09410563882101,-22.816534133051697
-47.09408097152641,-22.816430515599336
-47.09410914341482,-22.816420049363078
-47.094152912761274,-22.816382100866548
-47.094110223135644,-22.81627466994491
-47.094001081880045,-22.816300836484448
-47.09404522234922,-22.81617051231821
-47.09400991822506,-22.816124937046194
-47.09386734172529,-22.816063730245812
-47.09390868649566,-22.815930850169984
-47.09385354492893,-22.81580651678843
-47.09400842520176,-22.815858692963992
-47.09398520946855,-22.81573363121733
-47.09399859947807,-22.815854145378516
-47.094049894356,-22.815773767917715
-47.09409881049833,-22.815809863057407
-47.09407172637168,-22.815711963306807
-47.09400080398633,-22.815685089848788
-47.09402935366133,-22.81579251925505
-47.09407708775126,-22.815803530894875
-47.09390776249172,-22.815718817255615
-47.09403191704916,-22.81570714695264
-47.094083029357236,-22.815643524538398
-47.09398275932401,-22.815713987683267
-47.09412244878654,-22.815661098724952
-47.09416967629797,-22.815784270850756
-47.09415725186208,-22.815962433731578
-47.09419686370982,-22.81609043627358
-47.09424527312531,-22.81625963149622
-47.094189273569704,-22.816290194271584
-47.09411808572685,-22.816173563900758
-47.094098030513024,-22.816293957552077
-47.09403770234115,-22.8161733571706
-47.094038908806645,-22.81602397612016
-47.09399907619171,-22.81607528352258
-47.094179741931335,-22.816094901165002
-47.09402836045174,-22.816182590731245
-47.094013240281754,-22.816048682946278
-47.094026060309666,-22.816142984530547
-47.09409895785557,-22.81605329309977
-47.09413754490759,-22.81591901841721
-47.094029474700626,-22.815957873438865
-47.09399785042477,-22.816020216950815
-47.09388675324643,-22.815919915167957
-47.093702425944976,-22.815872872061735
-47.09368836038427,-22.81574427090735
-47.093717749567325,-22.8158699068397
-47.09361688707719,-22.815786402686918
-47.093731948510104,-22.815779998975987
-47.093781765655905,-22.815747971622507
-47.09367876140321,-22.815685788648743
-47.09374041812097,-22.815720132139962
-47.09365537399668,-22.815672681246166
-47.09353424526724,-22.815643440127943
-47.0935638633649,-22.815746310308512
-47.09360280284088,-22.815600724429586
-47.093574227314726,-22.81556069048849
-47.093647215573945,-22.81566834267425
-47.09358860301584,-22.815578774571357
-47.09363108879997,-22.81572972989668
-47.093750677496494,-22.815698113551665
-47.09380720168183,-22.815796923405053
-47.093749436784464,-22.815685220662044
-47.093698970560816,-22.81564017115172
-47.09372743199665,-22.815747412650115
-47.09368028631843,-22.81561262604881
-47.093860546123544,-22.81562339495186
-47.09381842298232,-22.815727066256343
-47.0938087019964,-22.81575527232582
-47.093653192902806,-22.815837469603288
-47.093724978805426,-22.815976344144246
-47.093770703544195,-22.815824006009517
-47.093687780213315,-22.815883553485023
-47.09359482767551,-22.815744038217094
-47.09352986301716,-22.815708270404176
-47.09341532444976,-22.81569876363735
-47.093395006656586,-22.815877538458082
-47.0932484661936,-22.81594447591303
-47.093162121122596,-22.816017268149217
-47.093126054069195,-22.81596621383916
-47.0932436383256,-22.81602222865186
-47.09328827669818,-22.815906268708506
-47.09330365466605,-22.815865729211673
-47.09322129291683,-22.81587728686411
-47.093095743047684,-22.81595840622217
-47.09314582997043,-22.8160998381262
-47.09306745196904,-22.816187325939257
-47.09323360899046,-22.816095117900446
-47.09327263950825,-22.815998995686126
-47.09336426696008,-22.815939432391826
-47.093491874203,-22.815955183892786
-47.0935969936011,-22.815972274638803
-47.09369395490665,-22.815946324182754
-47.09374690506597,-22.815923162214514
-47.09385447099009,-22.815957718449887
-47.09376961247957,-22.815910654413432
-47.09394136086672,-22.815916280201417
-47.0938633382668,-22.81588707876438
-47.09384207789905,-22.815790857950866
-47.09397523801031,-22.8157563020333
-47.09406697361615,-22.815789113983016
-47.09421854305121,-22.815802093073785
-47.094261620145865,-22.815867014899005
-47.09424671389458,-22.815721292727172
-47.09420270852703,-22.81576518155927
-47.09416612741039,-22.81592116958529
-47.09416288590595,-22.815853927868275
-47.09402181647277,-22.815946482782508
-47.09413429736203,-22.815994619093146
-47.09396610750304,-22.81607681315647
-47.094100115179714,-22.81618704037849
-47.09418388381949,-22.816258901438065
-47.09413476100281,-22.816300947570763
-47.09401393558249,-22.816318102937263
-47.09401282887192,-22.816361652585964
-47.09389356485458,-22.81647778401456
-47.09374593235506,-22.81643498765399
-47.09369772109964,-22.816357794675383
-47.0937332140763,-22.816472981835584
-47.09362562667566,-22.816607500671914
-47.09345582929401,-22.816528517944445
-47.09350463304066,-22.816653251597046
-47.09353047358769,-22.816562812643443
-47.09356316089165,-22.816590802169056
-47.09338166248804,-22.816593036472984
-47.09355843498129,-22.816666865666154
-47.09348394584142,-22.816530079732495
-47.093537902214976,-22.81639121996029
-47.093572728995625,-22.81651793212139
-47.09368644672707,-22.816465927697553
-47.09353426658231,-22.816382765726555
-47.09357043101669,-22.81646065291892
-47.093738179397434,-22.81652701603994
-47.09371916021512,-22.81664635316098
-47.09371468891271,-22.816605016188753
-47.09378188415648,-22.816740633362656
-47.09368300291763,-22.81680243627061
-47.093720247931614,-22.816818004301524
-47.0937933847264,-22.816931306276636
-47.093921365324015,-22.816890063123875
-47.093881461333034,-22.816932953402652
-47.09390069545759,-22.817065457093197
-47.094001900266235,-22.81711805395816
-47.09396592740685,-22.817079943564902
-47.0939253700117,-22.816986360989823
-47.093791786104475,-22.816940530248928
-47.09395766432931,-22.816961966882673
-47.09408977455186,-22.817018161101554
-47.094077167215325,-22.81717126533174
-47.093953567951594,-22.817183205779116
-47.093893102656914,-22.81707351491427
-47.093880289756754,-22.816920258985913
-47.09402367083518,-22.81699972374958
-47.09388464224098,-22.81706468530731
-47.093719069630296,-22.816987384702674
-47.09362770979986,-22.81704648563584
-47.09366479558401,-22.817176447296003
-47.0935914565876,-22.817154465264853
-47.09376372863598,-22.817182267070077
-47.093742862969464,-22.817029357776327
-47.09358510031397,-22.81694499628312
-47.093658661733905,-22.817046928717055
-47.09357226251088,-22.816972677694213
-47.09341549239025,-22.8169920630565
-47.0934788029922,-22.816830720906772
-47.093601738461885,-22.81694368613098
-47.09351556635781,-22.816989387868837
-47.09350891876386,-22.817017518168203
-47.09346433092243,-22.816950575310827
-47.09348412979118,-22.816909912199097
-47.093457493434265,-22.816905878961148
-47.09347911199993,-22.81672685402535
-47.09351364477761,-22.81670644761216
-47.09360795293279,-22.816700224987468
-47.093680625927746,-22.81656461331367
-47.09358381514924,-22.816502946785867
-47.09374035526755,-22.81647713835543
-47.09381317440896,-22.816321462541556
-47.09372760626019,-22.816227879367883
-47.09391621877538,-22.816237119418076
-47.09397705126614,-22.816288416353977
-47.09392760272833,-22.816179919993324
-47.093748406837335,-22.816238197272778
-47.09374999958022,-22.816364150142388
-47.09384555427963,-22.816472893205397
-47.09397554299175,-22.816536027970404
-47.09392900913211,-22.816504651036404
-47.0940582529336,-22.816448218230448
-47.094200042916476,-22.816493838585522
-47.09417838850783,-22.816349663045592
-47.09399535399335,-22.816289163890108
-47.094148722774335,-22.81624857133662
-47.09404169417577,-22.816292764859515
-47.09411669676308,-22.8162285923804
-47.09409562010502,-22.81624833476295
-47.0940431646377,-22.816157852866958
-47.0940209047572,-22.81632393052768
-47.09384148910439,-22.816302846608547
-47.093895348956664,-22.81622418665164
-47.094082010829055,-22.816241318348247
-47.094257239457505,-22.81625056220684
-47.0943335154771,-22.816318773251975
-47.094223522553186,-22.816337769104457
-47.09440522307699,-22.816294496900923
-47.09455521699517,-22.816233627266783
-47.094386467173805,-22.81627118137416
-47.094263296254624,-22.816341133948548
-47.09431354569429,-22.816355853297715
-47.094455862893355,-22.81647306331438
-47.09455441357655,-22.8165258989469
-47.0945808425781,-22.8165897124771
-47.09447891707177,-22.81671999337792
-47.094470212303534,-22.816773053360688
-47.094530559592584,-22.816746908083253
-47.0944752614575,-22.816723828961063
-47.09440905625288,-22.816656002808028
-47.094272173614655,-22.81663691330123
-47.09443401892718,-22.816662908452
-47.09446556782009,-22.81674759739406
-47.09447943237195,-22.816629610222655
-47.09453074460363,-22.81654979369186
-47.0944190799203,-22.816632488696836
-47.09433880818179,-22.81658282989495
-47.09424433989171,-22.816473937752363
-47.0942024712306,-22.81657711502006
-47.09430724907555,-22.816685307992437
-47.094400695631464,-22.81665537097148
-47.09433948314458,-22.816639227859834
-47.09438833076575,-22.81666977575161
-47.094378810645146,-22.81669088612351
-47.09431300164829,-22.816753307266968
-47.09433209239646,-22.816739493725485
-47.09444111127787,-22.816814227545176
-47.09448032515422,-22.816912672752252
-47.09436764346399,-22.816941158783948
-47.09440312407181,-22.81708449726505
-47.09435204005476,-22.817092586473954
-47.09430586731318,-22.817172136761297
-47.09430473781827,-22.817272809867013
-47.094276020277405,-22.817247874373276
-47.09435346572333,-22.81710087446384
-47.094508661516784,-22.817157608008145
-47.09437069490728,-22.81709511271629
-47.09419492054967,-22.817053340389165
-47.094325918361136,-22.81701941258176
-47.09419711835435,-22.81703078882106
-47.09411887508887,-22.81709322228254
-47.09394213849928,-22.817058894938583
-47.09384531984591,-22.81703367871931
-47.093946683064125,-22.81702672249893
-47.093931133758566,-22.817059485864327
-47.093891900288284,-22.81704180331481
-47.09384805539044,-22.816973110939927
-47.0938806181151,-22.81688598549707
-47.09390181633165,-22.81695741005572
-47.093824179930785,-22.817048331758876
-47.09379534693781,-22.81721484638853
-47.093733170762,-22.817290374135286
-47.09359030013002,-22.81727509613004
-47.093528058618325,-22.817144056843663
-47.09365492541265,-22.817031202691393
-47.093486102284196,-22.8170773379253
-47.093484628835114,-22.817075983263173
-47.09343753290841,-22.81697288159562
-47.09354554733675,-22.816903035362074
-47.093566165461205,-22.816947848715802
-47.09367197482406,-22.81709462612033
-47.09372230612025,-22.817171121660653
-47.09387279531467,-22.817240669489504
-47.09391713805358,-22.817074859328883
-47.09394664392258,-22.816916487364953
-47.09387131703021,-22.817052439697136
-47.09380833053685,-22.81709911410715
-47.09372865180176,-22.816972528889416
-47.09366262427103,-22.816887382016773
-47.093645662508784,-22.816995951477367
-47.09379486912042,-22.816943108085884
-47.093867749399934,-22.816777037288514
-47.094003691605835,-22.81681806488854
-47.09401672304711,-22.816948248846117
-47.094122480493084,-22.81688425971586
-47.0941883790731,-22.816863147374878
-47.09401660035944,-22.816794681363056
-47.094001471447235,-22.816656490051567
-47.09398091556459,-22.81659634567447
-47.094115783296765,-22.816644999074004
-47.09401576090138,-22.816515806334614
-47.093956065984834,-22.816464731221096
-47.09404393434665,-22.81641984766907
-47.09399523705399,-22.816318335199522
-47.094016815981675,-22.816193627934396
-47.09411280107353,-22.81616147158883
-47.0940885257885,-22.816133948420536
-47.09407428765451,-22.81600894579
-47.094159939752394,-22.816112078608164
-47.0942311875339,-22.81600455437994
-47.09408630112285,-22.81595369611973
-47.094020081364526,-22.81609382365795
-47.09411283942142,-22.816194654322473
-47.094095928645565,-22.81632872945466
-47.09416374055882,-22.816480297311262
-47.09435017052073,-22.816429765218942
-47.094228940113354,-22.816470424201086
-47.09420651605857,-22.816422780659845
-47.09419511662198,-22.816585536394776
-47.094378233219174,-22.816599781767643
-47.09434447405087,-22.816684685711685
-47.09452884131842,-22.816630711925136
-47.09448046987948,-22.81650345263596
-47.09448069020309,-22.81648301834316
-47.09455753370406,-22.816482426342873
-47.09463673399322,-22.81640024285928
-47.09463813867703,-22.816537976415166
-47.094724411897474,-22.816574360064468
-47.09469605297558,-22.816628432326375
-47.09478979878337,-22.81676968693469
-47.094815901336545,-22.816866057315174
-47.09472356842176,-22.81694934208477
-47.09481971959168,-22.817001953821915
-47.09483867573965,-22.817103009964463
-47.094753833434346,-22.817205839807283
-47.094748052874436,-22.817065225256428
-47.09491633957699,-22.817150862721714
-47.094817031450305,-22.817065790984852
-47.09477083728182,-22.81719951088055
-47.094727872851976,-22.817237686829277
-47.09485061273749,-22.817118210153005
-47.094943233995146,-22.81702587109989
-47.095056166066115,-22.816987742505415
-47.09496785139225,-22.816831947286055
-47.095062003608284,-22.816878956025473
-47.095109224445864,-22.81676314274587
-47.0952477279481,-22.816756425223513
-47.09521273342198,-22.81685892462709
-47.095133656432935,-22.816928915117593
-47.095068412700805,-22.81692517997142
-47.09508753842869,-22.816966098752758
-47.09525975681332,-22.8169436268192
-47.09539872494821,-22.817032846999016
-47.095557780980606,-22.817108560009395
-47.09544940782731,-22.817227009341575
-47.09544397017746,-22.8171890577131
-47.09563602448658,-22.817204885387667
-47.09567817788469,-22.817128453282976
-47.095744472776914,-22.817019027723322
-47.095599987426276,-22.816906195734774
-47.095731839094036,-22.816943228191334
-47.095818072932175,-22.816917281510495
-47.09593332981017,-22.816792567629292
-47.096000755861894,-22.816956455268322
-47.095906387370555,-22.817078046353128
-47.09601792756119,-22.817030670478115
-47.096142398852095,-22.816914683908184
-47.09610120149477,-22.816881318129518
-47.0961359450117,-22.816723901373983
-47.095975820256974,-22.81667144045376
-47.09589397208626,-22.816551982787168
-47.09584318484653,-22.81656166695577
-47.09582427762008,-22.816599516670625
-47.09586059061939,-22.81649991972539
-47.09582588544523,-22.816393585744997
-47.095885038273714,-22.816557774336783
-47.095812896337755,-22.816607257801063
-47.095956797247204,-22.816600285716166
-47.09590527759313,-22.816557814976836
-47.09574874862267,-22.81657510557032
-47.09571725828815,-22.81652603823113
-47.095802462963185,-22.81649443223633
-47.0956119512305,-22.816470623537796
-47.09566610657912,-22.816393227379976
-47.09584864657994,-22.81633816252841
-47.09601252357052,-22.81635900548538
-47.09593971036166,-22.816498439160238
-47.095930198925146,-22.816666733852752
-47.095844773944634,-22.81661860111211
-47.095712168559395,-22.8165169640609
-47.095755598121734,-22.81653137620824
-47.09563013660477,-22.816520186047697
-47.09574340539893,-22.816648855689223
-47.09587520926884,-22.816628384146124
-47.09588622375028,-22.816640326505915
-47.09588949757862,-22.816750463822178
-47.09601145998076,-22.81668923518896
-47.0960192365946,-22.816844637073896
-47.096140101457344,-22.816724615345066
-47.096043042723984,-22.816744631293542
-47.09620304871951,-22.816653893722652
-47.09618727524374,-22.81664083841501
-47.09627370877789,-22.816501552737815
-47.09633087420817,-22.81634529441335
-47.09635230928383,-22.81642292107855
-47.09629037534826,-22.816524052314307
-47.09613319464653,-22.816601802694635
-47.09626759974191,-22.816496516626987
-47.09625685503678,-22.816624796642607
-47.096317551006976,-22.81668721862055
-47.09625459189703,-22.816521853833116
-47.09623375495155,-22.816532339681814
-47.09635222187688,-22.816408828980027
-47.096222284663526,-22.81647055683885
-47.096075785677506,-22.816588944645734
